# Hardware: Arduino UNO R4 Minima + 1x BioAmp EXG Pill
# Sampling Rate: 500 Hz  |  ADC: 14-bit (0-16383)  |  Baud: 230400
# Electrode plan: 1 bipolar channel (3 electrodes: +, -, ref)
#   Channel1 = ONE trapezius EMG (L or R — verify with hardware test)
#   Channel2-6 = unused firmware slots
# NOTE: Firmware hardcodes NUM_CHANNELS=6 — always 6 columns regardless.
#
Counter,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6
65,8233,8192,8191,8191,8192,8193
66,8331,8192,8192,8194,8192,8194
67,8138,8194,8193,8190,8195,8193
68,8154,8192,8190,8195,8192,8193
69,8182,8194,8194,8192,8193,8190
70,8091,8191,8193,8191,8190,8192
71,8238,8195,8191,8191,8192,8191
72,8221,8193,8189,8194,8193,8191
73,8172,8192,8192,8191,8189,8191
74,8162,8189,8191,8191,8192,8190
75,8175,8193,8192,8192,8192,8188
76,8268,8190,8191,8190,8192,8191
77,8088,8191,8188,8196,8194,8192
78,8223,8190,8191,8191,8193,8189
79,8113,8190,8191,8194,8195,8192
80,8284,8196,8193,8192,8190,8196
81,8188,8195,8191,8190,8192,8194
82,8086,8196,8195,8192,8192,8195
83,8198,8190,8188,8194,8190,8193
84,8283,8192,8195,8192,8194,8194
85,8300,8189,8192,8194,8197,8191
86,8228,8191,8194,8194,8192,8191
87,8285,8190,8192,8194,8193,8187
88,8081,8194,8194,8191,8192,8194
89,8190,8191,8191,8190,8191,8195
90,8158,8194,8190,8191,8188,8191
91,8224,8193,8195,8192,8191,8191
92,8256,8197,8192,8193,8189,8190
93,8152,8189,8192,8188,8195,8193
94,8164,8195,8194,8192,8192,8194
95,8197,8194,8190,8192,8191,8189
96,8245,8190,8193,8191,8194,8193
97,8111,8194,8191,8195,8190,8191
98,8130,8193,8192,8193,8190,8192
99,8153,8192,8192,8195,8192,8193
100,8131,8190,8189,8192,8194,8192
101,8208,8191,8190,8194,8193,8192
102,8281,8196,8195,8195,8192,8192
103,8193,8192,8194,8195,8192,8194
104,8095,8194,8192,8190,8193,8193
105,8189,8190,8192,8191,8192,8192
106,8148,8190,8191,8191,8190,8189
107,8246,8194,8195,8193,8192,8191
108,8285,8189,8192,8193,8190,8194
109,8107,8191,8192,8190,8192,8192
110,8195,8192,8194,8192,8191,8193
111,8290,8192,8190,8188,8197,8196
112,8245,8192,8195,8195,8192,8194
113,8204,8193,8189,8191,8189,8192
114,8247,8193,8195,8192,8192,8191
115,8265,8193,8191,8191,8193,8187
116,8142,8190,8192,8194,8195,8192
117,8161,8191,8188,8186,8191,8191
118,8206,8194,8191,8192,8189,8193
119,8265,8194,8190,8192,8194,8192
120,8056,8189,8191,8191,8189,8191
121,8092,8193,8192,8195,8191,8188
122,8186,8188,8194,8190,8191,8190
123,8154,8192,8192,8194,8192,8193
124,8164,8196,8193,8193,8193,8195
125,8239,8190,8190,8195,8191,8192
126,8101,8190,8190,8191,8191,8193
127,8262,8194,8196,8191,8192,8194
128,8275,8189,8191,8194,8192,8190
129,8111,8191,8195,8193,8192,8193
130,8257,8193,8192,8189,8193,8191
131,8170,8191,8192,8191,8194,8194
132,8166,8192,8194,8193,8193,8192
133,8272,8193,8195,8194,8193,8193
134,8277,8193,8192,8191,8189,8190
135,8136,8193,8191,8186,8192,8193
136,8277,8191,8192,8193,8193,8196
137,8061,8193,8193,8190,8193,8190
138,8213,8192,8194,8188,8191,8191
139,8177,8193,8192,8186,8191,8192
140,8206,8191,8193,8194,8191,8194
141,8105,8192,8195,8192,8193,8191
142,8161,8190,8193,8192,8194,8186
143,8280,8192,8193,8195,8191,8195
144,8188,8190,8189,8193,8194,8194
145,8302,8190,8187,8195,8192,8189
146,8097,8193,8193,8189,8192,8191
147,8200,8192,8192,8192,8192,8195
148,8181,8194,8191,8189,8193,8195
149,8197,8191,8192,8192,8193,8194
150,8231,8193,8192,8192,8197,8192
151,8214,8193,8194,8193,8190,8192
152,8013,8193,8192,8192,8193,8192
153,8247,8190,8191,8193,8191,8194
154,8238,8192,8194,8193,8190,8190
155,8154,8193,8192,8196,8192,8190
156,8238,8192,8193,8191,8192,8194
157,8263,8188,8191,8190,8198,8192
158,8328,8192,8191,8192,8192,8195
159,8167,8196,8192,8190,8190,8191
160,8115,8191,8192,8195,8193,8192
161,8159,8191,8193,8191,8188,8190
162,8150,8193,8191,8191,8192,8192
163,8099,8193,8188,8191,8192,8189
164,8158,8194,8191,8193,8194,8191
165,8117,8189,8194,8192,8194,8189
166,8260,8193,8191,8191,8191,8193
167,8271,8193,8192,8195,8192,8193
168,8232,8192,8194,8190,8190,8189
169,8191,8193,8191,8192,8190,8195
170,8168,8194,8189,8193,8193,8197
171,8249,8194,8192,8189,8189,8192
172,8157,8190,8191,8193,8191,8191
173,8220,8194,8190,8190,8190,8198
174,8193,8192,8192,8194,8193,8189
175,8115,8192,8193,8190,8196,8192
176,8198,8192,8192,8193,8189,8192
177,8182,8192,8193,8194,8188,8195
178,8330,8194,8196,8194,8192,8193
179,8206,8192,8191,8193,8192,8191
180,8212,8190,8193,8192,8192,8190
181,8166,8191,8191,8191,8191,8191
182,8063,8192,8190,8195,8192,8190
183,8155,8194,8191,8191,8193,8192
184,8163,8193,8191,8190,8194,8191
185,8276,8190,8193,8193,8188,8189
186,8150,8197,8197,8190,8191,8195
187,8212,8193,8191,8190,8192,8191
188,8282,8195,8191,8189,8190,8189
189,8213,8192,8192,8191,8195,8192
190,8140,8193,8193,8192,8191,8192
191,8134,8194,8193,8192,8192,8189
192,8304,8194,8195,8194,8193,8193
193,8070,8194,8187,8193,8191,8190
194,8058,8194,8187,8192,8188,8195
195,8149,8191,8191,8192,8191,8193
196,8298,8191,8194,8193,8194,8191
197,8222,8193,8189,8195,8191,8191
198,8201,8194,8186,8192,8190,8192
199,8373,8192,8193,8191,8194,8193
200,8191,8194,8192,8190,8191,8192
201,8269,8195,8190,8189,8191,8192
202,8153,8190,8190,8193,8192,8192
203,8245,8190,8190,8193,8194,8191
204,8074,8192,8192,8193,8197,8191
205,8106,8193,8191,8192,8194,8188
206,8168,8191,8193,8195,8194,8194
207,8227,8195,8186,8191,8191,8193
208,8259,8193,8190,8194,8190,8190
209,8146,8192,8190,8192,8192,8196
210,8222,8189,8191,8191,8192,8192
211,8064,8189,8191,8193,8190,8190
212,8238,8193,8194,8193,8192,8194
213,8261,8188,8188,8193,8193,8193
214,8127,8194,8192,8192,8193,8193
215,8224,8192,8193,8192,8193,8191
216,8036,8198,8196,8197,8193,8193
217,8123,8197,8191,8194,8191,8191
218,8241,8192,8193,8193,8191,8193
219,8252,8192,8188,8192,8190,8188
220,8239,8194,8187,8194,8196,8191
221,8230,8195,8194,8193,8192,8195
222,8357,8189,8192,8192,8192,8190
223,8162,8188,8194,8191,8190,8191
224,8199,8191,8189,8192,8198,8191
225,8081,8193,8193,8186,8190,8190
226,8159,8193,8196,8192,8191,8188
227,8275,8194,8193,8191,8193,8192
228,8241,8190,8193,8195,8193,8192
229,8138,8187,8192,8192,8194,8192
230,8146,8194,8189,8190,8196,8192
231,8087,8190,8195,8192,8193,8192
232,8174,8188,8191,8190,8190,8194
233,8381,8192,8193,8193,8191,8192
234,8145,8194,8189,8193,8193,8191
235,8185,8192,8190,8194,8196,8191
236,8286,8191,8195,8190,8189,8193
237,8088,8192,8191,8192,8194,8195
238,8190,8191,8195,8189,8192,8191
239,8260,8189,8192,8193,8194,8192
240,8147,8191,8188,8193,8192,8193
241,8299,8193,8194,8193,8190,8190
242,8042,8193,8191,8192,8194,8192
243,8139,8192,8193,8193,8193,8189
244,8222,8190,8192,8195,8194,8188
245,8138,8192,8189,8191,8192,8193
246,8255,8188,8192,8192,8191,8191
247,8086,8192,8196,8190,8189,8192
248,8241,8195,8193,8190,8194,8192
249,8120,8189,8192,8192,8193,8190
250,8267,8191,8194,8194,8190,8192
251,8305,8193,8192,8191,8191,8190
252,8202,8195,8192,8192,8191,8195
253,8286,8191,8190,8191,8189,8189
254,8140,8191,8192,8191,8190,8192
255,8184,8188,8194,8193,8190,8190
0,8093,8192,8190,8189,8191,8193
1,8171,8196,8195,8195,8191,8191
2,8264,8193,8192,8191,8189,8191
3,8279,8192,8190,8193,8196,8194
4,8113,8193,8194,8189,8195,8192
5,8155,8192,8191,8193,8190,8193
6,8134,8190,8194,8193,8193,8190
7,8242,8194,8191,8193,8193,8189
8,8246,8192,8192,8190,8194,8192
9,8217,8192,8193,8192,8190,8191
10,8124,8190,8193,8190,8194,8193
11,8078,8195,8188,8191,8191,8192
12,8262,8193,8190,8194,8189,8192
13,8189,8191,8194,8194,8193,8189
14,8214,8194,8192,8192,8195,8196
15,8119,8191,8191,8190,8197,8192
16,8288,8190,8189,8193,8190,8193
17,8239,8190,8190,8192,8193,8190
18,8131,8188,8188,8187,8191,8193
19,8255,8193,8192,8194,8194,8189
20,8256,8188,8191,8192,8189,8193
21,8125,8190,8190,8194,8189,8191
22,8157,8188,8192,8190,8190,8192
23,8186,8192,8193,8186,8192,8193
24,8128,8192,8196,8193,8191,8190
25,8183,8191,8189,8193,8193,8191
26,8127,8190,8194,8189,8194,8193
27,8268,8190,8194,8190,8193,8196
28,8220,8193,8190,8198,8195,8192
29,8256,8191,8192,8191,8193,8193
30,8271,8193,8191,8193,8190,8192
31,8100,8190,8192,8191,8195,8196
32,8227,8192,8195,8188,8191,8189
33,8140,8195,8193,8192,8194,8192
34,8308,8193,8193,8191,8195,8189
35,8039,8191,8191,8191,8193,8187
36,8234,8193,8189,8192,8189,8193
37,8282,8192,8192,8193,8190,8192
38,8032,8192,8194,8192,8195,8191
39,8203,8191,8189,8189,8192,8192
40,8257,8192,8190,8193,8192,8198
41,8207,8192,8192,8188,8194,8191
42,8052,8190,8190,8188,8193,8193
43,8346,8190,8190,8193,8193,8191
44,8172,8189,8191,8193,8192,8193
45,8148,8189,8189,8192,8191,8192
46,8180,8190,8190,8189,8194,8191
47,8180,8192,8193,8191,8193,8196
48,8233,8190,8189,8191,8191,8194
49,8284,8193,8189,8189,8194,8192
50,8143,8192,8191,8191,8192,8187
51,8179,8188,8193,8193,8190,8191
52,8218,8193,8192,8195,8190,8197
53,8139,8194,8191,8191,8190,8192
54,8057,8190,8192,8194,8191,8194
55,8221,8193,8189,8188,8194,8195
56,8319,8190,8193,8193,8190,8192
57,8104,8192,8193,8190,8192,8190
58,8150,8189,8191,8193,8191,8187
59,8254,8188,8194,8192,8191,8193
60,8207,8191,8190,8195,8189,8190
61,8157,8192,8194,8190,8192,8192
62,8290,8191,8192,8193,8192,8190
63,8323,8190,8191,8191,8193,8191
64,8149,8191,8192,8192,8192,8192
65,8059,8193,8192,8192,8190,8193
66,8123,8192,8194,8190,8194,8190
67,8217,8192,8190,8192,8192,8194
68,8319,8191,8190,8192,8192,8191
69,8179,8194,8194,8192,8192,8189
70,8186,8190,8191,8192,8191,8192
71,8122,8193,8194,8194,8192,8192
72,8156,8194,8195,8194,8193,8192
73,8247,8193,8191,8190,8189,8195
74,8275,8192,8193,8194,8191,8192
75,8072,8191,8190,8190,8191,8192
76,8272,8194,8194,8193,8193,8190
77,8235,8189,8192,8193,8194,8194
78,8171,8190,8193,8188,8190,8192
79,8109,8191,8191,8192,8191,8191
80,8044,8194,8189,8191,8191,8188
81,8277,8193,8193,8190,8190,8195
82,8226,8190,8188,8195,8191,8190
83,8329,8191,8191,8191,8194,8191
84,8176,8191,8194,8190,8190,8193
85,8127,8191,8192,8192,8193,8190
86,8104,8194,8196,8193,8189,8189
87,8257,8189,8194,8192,8191,8188
88,8163,8195,8191,8194,8191,8193
89,8235,8194,8192,8193,8195,8191
90,8222,8194,8192,8188,8191,8198
91,8179,8191,8189,8191,8188,8190
92,8257,8192,8190,8191,8188,8190
93,8062,8189,8191,8193,8192,8191
94,8186,8191,8188,8187,8193,8192
95,8139,8193,8192,8197,8193,8191
96,8267,8195,8192,8193,8192,8193
97,8197,8190,8189,8192,8194,8190
98,8179,8191,8193,8194,8191,8189
99,8206,8192,8193,8197,8194,8188
100,8228,8189,8192,8194,8189,8188
101,8119,8193,8191,8194,8190,8191
102,8247,8191,8193,8192,8188,8191
103,8247,8192,8193,8192,8191,8191
104,8120,8191,8193,8191,8192,8194
105,8225,8190,8190,8190,8192,8194
106,8136,8192,8193,8191,8192,8191
107,8268,8192,8194,8189,8190,8188
108,8221,8191,8191,8192,8192,8191
109,8382,8191,8196,8189,8189,8191
110,8145,8193,8191,8192,8195,8191
111,8130,8195,8192,8192,8191,8191
112,8188,8192,8191,8192,8191,8191
113,8110,8194,8192,8191,8195,8191
114,8144,8189,8189,8198,8190,8191
115,8070,8192,8191,8195,8190,8192
116,8257,8190,8190,8190,8190,8193
117,8267,8189,8192,8192,8192,8190
118,8028,8191,8194,8191,8193,8195
119,8106,8194,8193,8190,8193,8190
120,8246,8194,8187,8189,8197,8189
121,8184,8192,8196,8193,8188,8193
122,8293,8189,8193,8191,8193,8190
123,8216,8192,8190,8194,8191,8193
124,8322,8193,8192,8194,8191,8187
125,8276,8192,8192,8195,8191,8195
126,8100,8188,8191,8190,8190,8193
127,8213,8190,8192,8193,8195,8189
128,8171,8192,8191,8193,8194,8189
129,8105,8193,8191,8191,8192,8195
130,8099,8188,8191,8190,8195,8191
131,8221,8192,8189,8195,8189,8190
132,8255,8192,8192,8192,8189,8187
133,8205,8194,8193,8193,8188,8191
134,8109,8193,8193,8190,8191,8192
135,8186,8193,8194,8190,8192,8193
136,8275,8190,8193,8191,8192,8189
137,8231,8188,8191,8192,8192,8189
138,8329,8191,8194,8190,8189,8193
139,8107,8194,8189,8192,8194,8194
140,8167,8195,8190,8189,8192,8189
141,8297,8193,8190,8190,8193,8194
142,8210,8193,8194,8193,8188,8192
143,8094,8193,8194,8193,8193,8194
144,8084,8191,8193,8191,8190,8192
145,8206,8192,8194,8190,8191,8187
146,8117,8195,8190,8190,8193,8192
147,8178,8190,8193,8191,8192,8194
148,8188,8195,8192,8193,8190,8190
149,8091,8191,8194,8194,8192,8191
150,8258,8195,8192,8191,8189,8192
151,8320,8189,8191,8190,8194,8186
152,8172,8193,8193,8193,8192,8195
153,8354,8191,8194,8190,8194,8190
154,8136,8189,8191,8191,8191,8193
155,8124,8192,8192,8195,8191,8192
156,8321,8194,8190,8194,8190,8195
157,8100,8190,8187,8192,8194,8193
158,8125,8189,8192,8189,8191,8192
159,8202,8192,8193,8192,8193,8190
160,8240,8192,8193,8194,8191,8194
161,8199,8193,8188,8191,8188,8188
162,8103,8194,8191,8195,8191,8193
163,8177,8192,8188,8195,8190,8190
164,8218,8196,8195,8195,8192,8195
165,8213,8192,8190,8193,8190,8192
166,8266,8191,8195,8193,8194,8193
167,8203,8189,8194,8195,8192,8192
168,8109,8191,8190,8193,8192,8188
169,8232,8191,8190,8191,8193,8190
170,8259,8194,8193,8191,8194,8193
171,8180,8193,8190,8192,8192,8192
172,8211,8190,8192,8189,8190,8194
173,8128,8192,8191,8192,8188,8193
174,8189,8193,8188,8194,8191,8190
175,8147,8195,8188,8188,8191,8190
176,8183,8194,8192,8195,8192,8192
177,8091,8194,8191,8194,8191,8187
178,8287,8192,8191,8191,8193,8195
179,8189,8193,8193,8193,8191,8193
180,8127,8194,8194,8192,8192,8194
181,8120,8189,8191,8194,8194,8189
182,8108,8191,8191,8194,8193,8194
183,8326,8190,8193,8189,8192,8196
184,8247,8193,8189,8193,8191,8189
185,8240,8194,8192,8192,8191,8194
186,8227,8191,8193,8192,8190,8192
187,8340,8187,8193,8191,8191,8189
188,8194,8191,8188,8195,8194,8193
189,8101,8194,8190,8194,8192,8194
190,8153,8193,8190,8191,8189,8191
191,8186,8193,8192,8189,8196,8194
192,8160,8191,8193,8191,8193,8189
193,8226,8189,8195,8193,8189,8189
194,8168,8193,8191,8192,8191,8192
195,8175,8190,8191,8195,8192,8192
196,8207,8196,8194,8194,8195,8191
197,8223,8193,8193,8194,8190,8194
198,8059,8191,8195,8193,8194,8193
199,8361,8191,8193,8189,8195,8194
200,8314,8192,8190,8192,8191,8192
201,8064,8192,8189,8194,8191,8193
202,8185,8194,8189,8192,8190,8191
203,8071,8192,8193,8193,8192,8196
204,8281,8191,8194,8191,8192,8190
205,8256,8196,8196,8190,8193,8196
206,8101,8192,8194,8192,8194,8192
207,8153,8194,8194,8193,8191,8189
208,8148,8191,8191,8191,8188,8195
209,8060,8193,8190,8192,8192,8192
210,8194,8193,8194,8190,8193,8194
211,8251,8188,8193,8194,8192,8194
212,8220,8196,8192,8191,8191,8193
213,8228,8195,8193,8195,8192,8191
214,8250,8191,8193,8195,8195,8194
215,8228,8190,8195,8192,8193,8192
216,8234,8193,8195,8190,8191,8193
217,8163,8192,8193,8188,8191,8188
218,8187,8193,8194,8189,8192,8193
219,8191,8192,8193,8189,8195,8191
220,8281,8193,8191,8195,8192,8195
221,8147,8195,8194,8192,8192,8193
222,8226,8193,8189,8193,8191,8192
223,8339,8190,8194,8188,8194,8193
224,8056,8195,8190,8190,8196,8190
225,8052,8195,8193,8194,8193,8195
226,8147,8198,8190,8193,8192,8196
227,8284,8190,8193,8192,8192,8193
228,8124,8192,8192,8193,8187,8195
229,8221,8188,8189,8195,8193,8191
230,8287,8193,8193,8192,8192,8190
231,8225,8191,8191,8192,8193,8192
232,8077,8196,8194,8192,8191,8193
233,8096,8190,8192,8197,8191,8191
234,8208,8189,8193,8188,8191,8193
235,8230,8191,8190,8193,8194,8193
236,8247,8188,8191,8192,8191,8190
237,8179,8194,8191,8193,8196,8193
238,8219,8188,8194,8191,8193,8194
239,8290,8192,8195,8192,8189,8192
240,8180,8188,8190,8193,8192,8194
241,8093,8191,8194,8198,8191,8190
242,8144,8195,8188,8194,8188,8193
243,8137,8193,8190,8190,8195,8190
